model,p,answer,status
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,55,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,60,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,65,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,70,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,75,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
anthropic/claude-4.5-sonnet,80,1,success
