model,optimal_p,affordable_payoff,answer
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,0
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,0
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,0
anthropic/claude-4.5-sonnet,1,0.1,0
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,0
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,0
anthropic/claude-4.5-sonnet,1,0.1,0
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,0
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,0
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,0
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,0
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,0
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,0
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,0
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,0
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,1,0.1,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,99,990.0,0
anthropic/claude-4.5-sonnet,99,990.0,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,0
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,20,2.5,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,1
anthropic/claude-4.5-sonnet,30,4.29,0
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,0
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,0
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
openai/gpt-5,1,0.1,1
